CatBoost,10,-3,0.563,0.015693223928730425
CatBoost,15,-3,0.6,0.015499685165842573
CatBoost,3,-3,0.516,0.015811198373114985
CatBoost,5,-3,0.548,0.01574623586588058
FTTransformer,10,-3,0.592,0.015549205052920803
FTTransformer,15,-3,0.571,0.01565899754787018
FTTransformer,3,-3,0.512,0.01581474331458169
FTTransformer,5,-3,0.552,0.01573351656634789
KNN,10,-3,0.582,0.015605111967541902
KNN,15,-3,0.623,0.015333170125779802
KNN,3,-3,0.535,0.015780495050030086
KNN,5,-3,0.549,0.015743152379585443
LR,10,-3,0.588,0.015572363292015074
LR,15,-3,0.628,0.015292149942040518
LR,3,-3,0.53,0.015790799515836722
LR,5,-3,0.549,0.015743152379585443
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.566,0.01568087656637504
R_Forest,15,-3,0.581,0.015610338967577953
R_Forest,3,-3,0.503,0.015819015179246818
R_Forest,5,-3,0.515,0.01581217964181488
STUNT,10,-3,0.567,0.015676630912181255
STUNT,15,-3,0.565,0.015685057252717346
STUNT,3,-3,0.53,0.015790799515836722
STUNT,5,-3,0.539,0.015771104201283047
TabNet,10,-3,0.534,0.015782683329937694
TabNet,15,-3,0.516,0.015811198373114985
TabNet,3,-3,0.508,0.015817274929209084
TabNet,5,-3,0.507,0.01581774956184353
SVC,3,-3,0.514,0.01581309754773093
SVC,5,-3,0.559,0.015708779894242766
SVC,10,-3,0.558,0.01571250721186415
SVC,15,-3,0.543,0.0157606915901365
